Index;delivery_id;delivery_partner;package_type;vehicle_type;delivery_mode;region;weather_condition;distance_km;package_weight_kg;delivery_date;expected_time_hours;delayed;delivery_status;delivery_rating;delivery_cost
18101;DLV-18101;fedex;furniture;scooter;express;south;clear;275.1;3.9;06/06/2024;7;no;delivered;3;1437.2
18102;DLV-18102;delhivery;clothing;ev van;same day;south;rainy;249.2;5.35;24/10/2024;11;yes;delayed;2;1362.05
18103;DLV-18103;dhl;automobile parts;bike;express;north;hot;122.5;28.28;09/03/2024;5;yes;delayed;3;747.34
18104;DLV-18104;shadowfax;cosmetics;ev bike;express;south;clear;13.0;37.68;09/08/2024;2;yes;delayed;2;228.04
18105;DLV-18105;delhivery;documents;ev van;standard;west;foggy;284.4;33.98;03/01/2024;10;no;delivered;4;1523.94
18106;DLV-18106;ecom express;automobile parts;bike;express;south;clear;286.4;40.14;24/04/2024;7;yes;failed;1;1602.42
18107;DLV-18107;fedex;documents;van;express;north;stormy;146.2;12.78;08/01/2024;10;yes;delayed;3;819.34
18108;DLV-18108;amazon logistics;clothing;ev van;same day;south;stormy;3.6;27.15;27/10/2024;6;no;delivered;5;195.45
18109;DLV-18109;ekart;automobile parts;ev bike;express;north;stormy;217.1;36.75;14/11/2024;10;yes;delayed;3;1245.75
18110;DLV-18110;amazon logistics;clothing;bike;express;central;hot;84.9;9.47;25/07/2024;5;yes;delayed;2;502.91
18111;DLV-18111;dhl;electronics;ev van;express;west;rainy;225.1;20.11;29/10/2024;7;yes;delayed;2;1235.83
18112;DLV-18112;ecom express;pharmacy;ev bike;same day;east;cold;9.7;27.08;17/01/2024;1;no;delivered;5;229.74
18113;DLV-18113;fedex;documents;scooter;two day;central;cold;185.4;48.26;07/08/2024;6;no;delivered;3;1071.78
18114;DLV-18114;shadowfax;clothing;van;two day;south;hot;281.9;45.99;17/01/2024;9;no;delivered;5;1547.47
18115;DLV-18115;blue dart;electronics;scooter;express;central;cold;156.3;1.63;17/01/2024;3;no;delivered;5;836.39
18116;DLV-18116;ecom express;clothing;truck;express;west;stormy;283.9;18.41;19/07/2024;14;yes;delayed;2;1524.73
18117;DLV-18117;blue dart;automobile parts;ev bike;same day;south;cold;216.8;31.2;26/06/2024;7;no;delivered;4;1277.6
18118;DLV-18118;delhivery;cosmetics;ev bike;standard;west;stormy;179.3;41.45;01/09/2024;8;no;delivered;4;1020.85
18119;DLV-18119;dhl;fragile items;ev van;same day;central;hot;254.0;46.32;26/12/2024;10;yes;delayed;2;1508.96
18120;DLV-18120;amazon logistics;pharmacy;bike;same day;south;foggy;276.2;2.57;26/03/2024;14;yes;failed;1;1488.71
18121;DLV-18121;ecom express;furniture;ev van;standard;south;hot;257.8;49.14;02/03/2024;7;no;delivered;3;1436.42
18122;DLV-18122;amazon logistics;clothing;ev van;same day;central;foggy;275.5;29.48;21/05/2024;11;yes;delayed;3;1565.94
18123;DLV-18123;fedex;automobile parts;van;standard;south;foggy;20.1;11.76;18/11/2024;4;no;delivered;4;135.78
18124;DLV-18124;ecom express;fragile items;bike;same day;east;hot;64.5;40.17;28/02/2024;2;no;delivered;4;543.01
18125;DLV-18125;fedex;furniture;scooter;express;north;clear;80.9;4.04;29/10/2024;3;yes;delayed;2;466.62
18126;DLV-18126;fedex;electronics;ev van;standard;west;foggy;288.0;35.66;05/02/2024;10;no;delivered;5;1546.98
18127;DLV-18127;blue dart;cosmetics;bike;same day;central;cold;273.7;49.22;20/02/2024;8;yes;delayed;3;1616.16
18128;DLV-18128;amazon logistics;documents;bike;same day;north;rainy;243.4;48.07;31/10/2024;15;yes;delayed;2;1461.21
18129;DLV-18129;ekart;clothing;bike;express;south;stormy;239.3;1.31;09/03/2024;11;yes;delayed;3;1250.43
18130;DLV-18130;blue dart;cosmetics;scooter;standard;west;cold;134.3;22.4;22/12/2024;5;no;delivered;5;738.7
18131;DLV-18131;dhl;fragile items;ev bike;two day;east;cold;30.8;13.07;15/06/2024;1;no;delivered;5;193.21
18132;DLV-18132;shadowfax;pharmacy;bike;express;east;cold;200.1;41.08;21/12/2024;5;no;delivered;4;1173.74
18133;DLV-18133;ekart;electronics;ev van;two day;south;rainy;157.1;46.5;14/11/2024;8;no;delivered;5;925.0
18134;DLV-18134;dhl;pharmacy;van;express;west;hot;121.8;28.25;06/08/2024;5;yes;delayed;2;743.75
18135;DLV-18135;ekart;automobile parts;truck;same day;east;hot;109.6;4.37;19/05/2024;4;no;delivered;4;661.11
18136;DLV-18136;shadowfax;cosmetics;truck;two day;north;stormy;49.3;39.68;01/11/2024;8;no;delivered;4;365.54
18137;DLV-18137;xpressbees;documents;ev bike;same day;north;hot;122.2;16.04;01/04/2024;4;no;delivered;4;759.12
18138;DLV-18138;xpressbees;pharmacy;truck;two day;south;foggy;277.1;39.36;13/09/2024;11;no;delivered;4;1503.58
18139;DLV-18139;blue dart;documents;bike;standard;west;hot;60.0;3.43;09/12/2024;1;no;delivered;3;310.29
18140;DLV-18140;dhl;fragile items;ev bike;two day;north;hot;180.1;16.7;25/05/2024;6;no;delivered;4;950.6
18141;DLV-18141;shadowfax;fragile items;bike;same day;central;cold;187.6;45.33;11/06/2024;6;no;delivered;4;1173.99
18142;DLV-18142;blue dart;pharmacy;truck;two day;central;hot;115.2;7.2;27/11/2024;6;no;delivered;4;597.6
18143;DLV-18143;delhivery;clothing;ev van;same day;north;stormy;81.6;45.28;01/07/2024;8;yes;failed;1;643.84
18144;DLV-18144;ekart;groceries;truck;standard;east;stormy;47.6;44.05;30/01/2024;6;no;delivered;4;370.15
18145;DLV-18145;xpressbees;clothing;van;same day;south;stormy;125.4;10.82;15/11/2024;9;yes;delayed;2;759.46
18146;DLV-18146;shadowfax;cosmetics;scooter;same day;north;foggy;151.5;17.72;12/06/2024;11;yes;delayed;2;910.66
18147;DLV-18147;blue dart;cosmetics;ev bike;two day;east;cold;11.9;11.97;26/08/2024;1;no;delivered;3;95.6674
18148;DLV-18148;xpressbees;documents;truck;same day;west;clear;277.3;45.36;05/09/2024;5;no;delivered;3;1622.58
18149;DLV-18149;blue dart;fragile items;ev bike;two day;east;cold;3.6;46.79;29/02/2024;1;no;delivered;5;147.87
18150;DLV-18150;xpressbees;cosmetics;ev van;two day;central;stormy;15.4;1.05;19/05/2024;7;no;delivered;4;95.6674
18151;DLV-18151;shadowfax;automobile parts;truck;standard;west;rainy;200.9;41.18;25/02/2024;9;no;delivered;5;1128.04
18152;DLV-18152;blue dart;documents;van;two day;west;stormy;236.7;41.17;03/12/2024;13;no;delivered;4;1307.01
18153;DLV-18153;dhl;clothing;truck;same day;central;clear;137.8;17.15;28/08/2024;5;no;delivered;3;840.45
18154;DLV-18154;amazon logistics;furniture;van;standard;central;stormy;97.4;45.79;31/10/2024;7;no;delivered;5;624.37
18155;DLV-18155;dhl;documents;scooter;standard;east;cold;214.8;27.94;14/05/2024;8;no;delivered;4;1157.82
18156;DLV-18156;xpressbees;cosmetics;van;express;central;clear;261.3;22.1;16/05/2024;9;yes;delayed;3;1422.8
18157;DLV-18157;xpressbees;groceries;van;same day;south;foggy;95.0;8.66;17/11/2024;5;no;delivered;3;600.98
18158;DLV-18158;delhivery;pharmacy;scooter;two day;central;stormy;184.8;5.35;14/12/2024;10;no;delivered;4;940.05
18159;DLV-18159;ecom express;clothing;scooter;two day;west;stormy;269.6;49.52;19/01/2024;9;no;delivered;4;1497.79
18160;DLV-18160;dhl;electronics;truck;standard;south;hot;199.4;14.98;15/12/2024;4;no;delivered;5;1041.94
18161;DLV-18161;amazon logistics;automobile parts;bike;two day;north;hot;25.4;28.25;01/03/2024;0;no;delivered;3;211.75
18162;DLV-18162;fedex;furniture;bike;standard;south;stormy;48.9;10.82;20/01/2024;6;no;delivered;5;276.96
18163;DLV-18163;shadowfax;clothing;ev bike;same day;east;cold;241.3;1.3;22/09/2024;7;no;delivered;3;1310.4
18164;DLV-18164;dhl;fragile items;ev van;two day;north;foggy;143.7;12.18;27/03/2024;7;no;delivered;4;755.04
18165;DLV-18165;amazon logistics;clothing;scooter;express;east;rainy;70.4;39.14;19/06/2024;4;yes;delayed;2;519.42
18166;DLV-18166;blue dart;automobile parts;bike;two day;central;cold;26.0;26.79;01/03/2024;2;no;delivered;3;210.37
18167;DLV-18167;ecom express;groceries;van;same day;south;hot;24.1;45.2;19/06/2024;1;no;delivered;4;356.1
18168;DLV-18168;blue dart;furniture;scooter;express;central;stormy;154.8;30.53;19/12/2024;11;yes;delayed;2;915.59
18169;DLV-18169;amazon logistics;documents;ev van;two day;east;foggy;221.0;40.68;13/05/2024;10;no;delivered;4;1227.04
18170;DLV-18170;delhivery;electronics;bike;standard;south;hot;125.2;36.92;16/09/2024;5;no;delivered;4;736.76
18171;DLV-18171;delhivery;groceries;truck;two day;central;clear;120.2;4.08;13/07/2024;5;no;delivered;5;613.24
18172;DLV-18172;delhivery;groceries;van;express;west;rainy;3.6;20.63;27/09/2024;2;yes;delayed;2;121.39
18173;DLV-18173;fedex;furniture;van;same day;west;cold;110.2;25.23;10/08/2024;3;no;delivered;4;726.69
18174;DLV-18174;ekart;furniture;ev bike;standard;south;rainy;57.0;31.22;20/06/2024;7;no;delivered;4;378.66
18175;DLV-18175;shadowfax;pharmacy;scooter;two day;east;clear;119.9;40.39;22/09/2024;2;no;delivered;5;720.67
18176;DLV-18176;amazon logistics;electronics;ev van;standard;central;cold;14.2;24.75;25/08/2024;2;no;delivered;4;145.25
18177;DLV-18177;delhivery;groceries;ev van;same day;north;foggy;167.4;29.95;14/11/2024;6;no;delivered;4;1026.85
18178;DLV-18178;fedex;fragile items;van;standard;north;cold;174.0;43.03;17/08/2024;7;no;delivered;4;999.09
18179;DLV-18179;xpressbees;automobile parts;van;two day;west;clear;253.2;5.31;25/11/2024;7;no;delivered;3;1281.93
18180;DLV-18180;dhl;furniture;scooter;two day;west;clear;50.7;10.85;17/01/2024;2;no;delivered;4;286.05
18181;DLV-18181;ecom express;groceries;ev bike;two day;south;stormy;182.8;29.7;02/08/2024;12;no;delivered;4;1003.1
18182;DLV-18182;shadowfax;groceries;ev bike;express;east;cold;253.6;21.91;30/05/2024;5;no;delivered;4;1383.73
18183;DLV-18183;delhivery;fragile items;van;standard;north;foggy;275.0;40.03;19/02/2024;11;no;delivered;4;1495.09
18184;DLV-18184;fedex;groceries;ev bike;standard;south;hot;53.4;23.02;04/11/2024;3;no;delivered;3;336.06
18185;DLV-18185;dhl;automobile parts;van;standard;north;clear;188.9;49.52;13/11/2024;6;no;delivered;4;1093.06
18186;DLV-18186;blue dart;electronics;ev bike;same day;central;rainy;46.5;22.35;25/03/2024;6;no;delivered;5;399.55
18187;DLV-18187;ecom express;pharmacy;ev bike;express;south;stormy;59.1;4.96;20/02/2024;8;yes;delayed;2;360.38
18188;DLV-18188;ekart;furniture;van;standard;east;rainy;215.2;23.67;08/07/2024;10;no;delivered;5;1147.01
18189;DLV-18189;delhivery;furniture;truck;two day;south;rainy;251.9;39.5;09/06/2024;9;no;delivered;3;1378.0
18190;DLV-18190;ekart;furniture;truck;two day;east;stormy;109.5;2.83;17/08/2024;8;no;delivered;4;555.99
18191;DLV-18191;amazon logistics;clothing;bike;express;east;rainy;239.1;19.99;18/01/2024;12;yes;delayed;2;1305.47
18192;DLV-18192;shadowfax;groceries;bike;standard;north;clear;205.5;21.82;28/10/2024;7;no;delivered;4;1092.96
18193;DLV-18193;amazon logistics;groceries;scooter;express;west;rainy;108.6;47.62;23/08/2024;8;yes;delayed;2;735.86
18194;DLV-18194;fedex;pharmacy;scooter;standard;east;hot;84.6;4.8;30/11/2024;4;no;delivered;4;437.4
18195;DLV-18195;blue dart;pharmacy;scooter;standard;east;stormy;218.8;7.78;27/12/2024;10;no;delivered;4;1117.34
18196;DLV-18196;dhl;groceries;ev van;express;north;hot;252.7;24.43;31/12/2024;4;no;delivered;4;1386.79
18197;DLV-18197;blue dart;furniture;truck;standard;north;clear;28.0;44.87;07/12/2024;2;no;delivered;5;274.61
18198;DLV-18198;shadowfax;pharmacy;bike;standard;east;stormy;141.8;22.2;03/08/2024;9;no;delivered;5;775.6
18199;DLV-18199;ekart;electronics;ev van;two day;north;cold;83.0;41.44;09/06/2024;2;no;delivered;3;539.32
18200;DLV-18200;ecom express;fragile items;scooter;standard;east;hot;35.0;12.91;04/01/2024;2;no;delivered;4;213.73
18201;DLV-18201;dhl;automobile parts;ev van;two day;west;stormy;55.4;8.99;07/04/2024;8;no;delivered;5;303.97
18202;DLV-18202;ekart;groceries;scooter;two day;south;hot;243.9;42.98;01/04/2024;10;no;delivered;3;1348.44
18203;DLV-18203;ecom express;cosmetics;bike;express;south;clear;204.9;20.7;22/05/2024;5;no;delivered;4;1136.6
18204;DLV-18204;fedex;groceries;bike;two day;central;stormy;290.3;40.08;18/01/2024;12;no;delivered;4;1571.74
18205;DLV-18205;blue dart;electronics;van;same day;east;clear;100.1;43.03;13/07/2024;1;no;delivered;4;729.59
18206;DLV-18206;fedex;fragile items;ev van;two day;south;foggy;273.8;18.27;23/04/2024;14;no;delivered;5;1423.81
18207;DLV-18207;ekart;documents;truck;two day;central;rainy;27.2;1.14;23/03/2024;4;no;delivered;4;139.42
18208;DLV-18208;xpressbees;groceries;bike;same day;west;stormy;262.1;39.85;29/01/2024;15;yes;delayed;2;1530.05
18209;DLV-18209;shadowfax;pharmacy;scooter;same day;east;hot;16.0;17.76;18/08/2024;3;no;delivered;4;233.28
18210;DLV-18210;xpressbees;groceries;van;standard;central;cold;54.1;37.26;25/05/2024;4;no;delivered;4;382.28
18211;DLV-18211;ecom express;documents;truck;express;west;cold;241.2;27.03;14/07/2024;6;no;delivered;5;1337.09
18212;DLV-18212;xpressbees;fragile items;ev van;two day;central;clear;280.6;35.2;14/04/2024;5;no;delivered;3;1508.6
18213;DLV-18213;dhl;groceries;bike;two day;west;clear;177.8;25.59;06/07/2024;7;no;delivered;3;965.77
18214;DLV-18214;blue dart;pharmacy;bike;same day;west;rainy;258.3;21.07;27/09/2024;10;yes;delayed;2;1454.71
18215;DLV-18215;fedex;pharmacy;ev bike;express;west;hot;37.8;24.79;24/10/2024;2;no;delivered;5;313.37
18216;DLV-18216;fedex;automobile parts;bike;express;north;stormy;259.3;37.48;23/10/2024;10;yes;delayed;2;1458.94
18217;DLV-18217;ekart;furniture;ev bike;express;north;stormy;86.0;16.66;20/01/2024;8;yes;delayed;3;529.98
18218;DLV-18218;amazon logistics;furniture;van;same day;east;cold;282.0;43.45;03/12/2024;9;yes;failed;1;1632.7205999999999
18219;DLV-18219;ecom express;automobile parts;van;express;west;foggy;128.7;18.94;21/03/2024;6;yes;delayed;2;750.32
18220;DLV-18220;dhl;furniture;bike;same day;west;foggy;234.3;40.17;06/08/2024;9;yes;delayed;3;1392.01
18221;DLV-18221;xpressbees;documents;ev bike;same day;central;hot;209.4;10.91;04/02/2024;6;no;delivered;5;1179.73
18222;DLV-18222;ecom express;electronics;scooter;same day;west;foggy;6.0;3.01;08/08/2024;2;no;delivered;5;139.03
18223;DLV-18223;delhivery;documents;bike;standard;north;rainy;65.4;2.7;15/05/2024;5;no;delivered;5;335.1
18224;DLV-18224;dhl;clothing;truck;two day;east;cold;170.7;21.54;26/10/2024;7;no;delivered;5;918.12
18225;DLV-18225;xpressbees;documents;bike;express;west;cold;67.8;49.52;18/07/2024;4;yes;delayed;3;537.92
18226;DLV-18226;fedex;furniture;scooter;two day;central;rainy;237.2;46.86;21/01/2024;8;no;delivered;4;1326.58
18227;DLV-18227;amazon logistics;furniture;scooter;express;west;clear;246.2;36.85;20/04/2024;10;yes;failed;1;1391.55
18228;DLV-18228;fedex;clothing;truck;two day;east;rainy;7.3;2.07;05/04/2024;5;no;delivered;4;95.6674
18229;DLV-18229;delhivery;furniture;ev bike;standard;north;foggy;181.3;49.52;14/02/2024;10;no;delivered;3;1056.05
18230;DLV-18230;dhl;furniture;ev van;two day;central;foggy;297.1;29.94;13/07/2024;12;no;delivered;4;1577.82
18231;DLV-18231;dhl;electronics;ev van;standard;east;cold;160.1;20.7;20/12/2024;5;no;delivered;5;862.6
18232;DLV-18232;amazon logistics;documents;scooter;same day;central;stormy;254.1;30.75;30/07/2024;11;yes;delayed;2;1462.75
18233;DLV-18233;blue dart;cosmetics;scooter;same day;north;hot;34.1;18.64;21/11/2024;3;no;delivered;3;326.42
18234;DLV-18234;blue dart;electronics;scooter;express;west;clear;219.1;30.31;15/08/2024;6;yes;failed;1;1236.43
18235;DLV-18235;blue dart;documents;scooter;two day;south;clear;62.7;4.5;22/03/2024;3;no;delivered;5;327.0
18236;DLV-18236;shadowfax;furniture;bike;same day;north;foggy;85.4;22.05;10/06/2024;3;no;delivered;3;593.15
18237;DLV-18237;ecom express;clothing;truck;two day;central;clear;149.2;39.74;19/11/2024;6;no;delivered;5;865.22
18238;DLV-18238;shadowfax;pharmacy;bike;same day;west;stormy;281.9;12.03;06/09/2024;14;yes;delayed;2;1545.59
18239;DLV-18239;amazon logistics;cosmetics;bike;same day;central;rainy;204.7;12.33;08/04/2024;8;yes;delayed;2;1160.49
18240;DLV-18240;amazon logistics;groceries;van;standard;west;clear;277.0;10.68;22/10/2024;9;no;delivered;4;1417.04
18241;DLV-18241;shadowfax;documents;ev bike;standard;east;clear;221.8;19.36;30/01/2024;6;no;delivered;4;1167.08
18242;DLV-18242;shadowfax;cosmetics;van;same day;west;foggy;226.2;36.37;03/07/2024;7;no;delivered;5;1340.11
18243;DLV-18243;ekart;clothing;van;express;north;rainy;257.2;13.93;28/09/2024;8;yes;delayed;3;1377.79
18244;DLV-18244;ecom express;clothing;scooter;express;south;rainy;99.0;22.19;16/03/2024;7;yes;delayed;2;611.57
18245;DLV-18245;amazon logistics;electronics;ev bike;same day;south;rainy;237.5;22.71;26/10/2024;12;yes;delayed;3;1355.63
18246;DLV-18246;amazon logistics;electronics;scooter;express;south;clear;253.1;23.8;25/10/2024;6;no;delivered;5;1386.9
18247;DLV-18247;ecom express;fragile items;ev van;two day;south;clear;222.5;22.04;24/01/2024;4;no;delivered;3;1178.62
18248;DLV-18248;dhl;automobile parts;bike;same day;west;cold;205.0;3.02;16/08/2024;6;no;delivered;3;1134.06
18249;DLV-18249;blue dart;furniture;ev bike;same day;west;clear;57.3;27.99;07/07/2024;4;no;delivered;3;470.47
18250;DLV-18250;amazon logistics;automobile parts;ev bike;two day;west;foggy;287.5;15.8;18/07/2024;8;no;delivered;3;1484.9
18251;DLV-18251;fedex;cosmetics;van;standard;east;rainy;86.0;41.27;23/06/2024;4;no;delivered;4;553.81
18252;DLV-18252;ecom express;groceries;van;standard;central;foggy;125.4;2.02;24/02/2024;8;no;delivered;5;633.06
18253;DLV-18253;xpressbees;cosmetics;ev van;two day;east;hot;21.9;19.17;11/06/2024;1;no;delivered;4;167.01
18254;DLV-18254;ekart;groceries;ev bike;two day;south;stormy;7.5;10.64;11/06/2024;6;no;delivered;4;95.6674
18255;DLV-18255;dhl;automobile parts;bike;same day;central;hot;51.5;24.41;19/12/2024;3;no;delivered;5;430.73
18256;DLV-18256;shadowfax;fragile items;truck;standard;south;clear;186.8;13.91;22/10/2024;5;no;delivered;5;975.73
18257;DLV-18257;dhl;fragile items;ev bike;express;central;stormy;89.1;17.84;13/04/2024;6;yes;delayed;2;549.02
18258;DLV-18258;ekart;furniture;van;same day;west;stormy;263.9;4.16;17/09/2024;13;yes;delayed;2;1431.98
18259;DLV-18259;blue dart;furniture;ev bike;standard;central;clear;7.0;6.44;21/06/2024;2;no;delivered;5;95.6674
18260;DLV-18260;shadowfax;clothing;truck;two day;central;rainy;59.6;13.13;30/06/2024;3;no;delivered;4;337.39
18261;DLV-18261;delhivery;pharmacy;scooter;express;north;stormy;25.4;34.02;27/12/2024;3;yes;delayed;3;279.06
18262;DLV-18262;delhivery;clothing;bike;two day;south;stormy;31.6;17.84;10/09/2024;7;no;delivered;5;211.52
18263;DLV-18263;delhivery;furniture;bike;same day;east;rainy;72.2;25.47;05/03/2024;7;no;delivered;5;537.41
18264;DLV-18264;xpressbees;clothing;ev bike;express;south;clear;259.6;2.42;27/12/2024;9;yes;delayed;3;1355.26
18265;DLV-18265;delhivery;furniture;ev bike;standard;north;clear;256.8;36.22;18/04/2024;6;no;delivered;4;1392.66
18266;DLV-18266;dhl;fragile items;van;two day;central;hot;98.9;29.62;25/06/2024;2;no;delivered;3;583.36
18267;DLV-18267;blue dart;documents;van;same day;north;clear;23.6;39.12;14/03/2024;1;no;delivered;5;335.36
18268;DLV-18268;shadowfax;pharmacy;truck;two day;south;cold;205.2;0.89;16/10/2024;9;no;delivered;5;1028.67
18269;DLV-18269;delhivery;documents;ev van;standard;central;clear;209.2;34.12;30/07/2024;5;no;delivered;4;1148.36
18270;DLV-18270;delhivery;documents;truck;standard;east;cold;277.3;35.48;12/08/2024;7;no;delivered;3;1492.94
18271;DLV-18271;dhl;clothing;truck;standard;south;stormy;275.8;18.59;21/01/2024;11;no;delivered;4;1434.77
18272;DLV-18272;xpressbees;clothing;truck;express;central;cold;78.3;36.39;10/12/2024;4;yes;delayed;2;550.67
18273;DLV-18273;delhivery;groceries;bike;express;west;foggy;265.5;45.97;05/01/2024;12;yes;delayed;2;1515.41
18274;DLV-18274;fedex;clothing;ev bike;two day;central;stormy;159.8;13.55;18/10/2024;9;no;delivered;4;839.65
18275;DLV-18275;amazon logistics;automobile parts;ev van;two day;south;foggy;274.5;17.03;09/01/2024;11;no;delivered;3;1423.59
18276;DLV-18276;shadowfax;cosmetics;bike;standard;south;clear;203.0;3.52;16/07/2024;9;no;delivered;4;1025.56
18277;DLV-18277;xpressbees;clothing;bike;same day;east;hot;139.9;39.17;02/06/2024;5;no;delivered;5;917.01
18278;DLV-18278;ekart;fragile items;van;same day;central;clear;173.9;36.2;30/01/2024;5;no;delivered;5;1078.1
18279;DLV-18279;ecom express;groceries;ev bike;standard;east;foggy;71.3;7.41;24/03/2024;4;no;delivered;4;378.73
18280;DLV-18280;blue dart;furniture;bike;express;central;clear;171.1;40.69;08/10/2024;3;no;delivered;4;1027.57
18281;DLV-18281;shadowfax;cosmetics;ev bike;same day;central;stormy;82.0;39.28;26/01/2024;10;yes;delayed;2;627.84
18282;DLV-18282;dhl;cosmetics;scooter;same day;central;cold;133.1;28.04;25/09/2024;6;no;delivered;3;849.62
18283;DLV-18283;delhivery;electronics;scooter;standard;central;rainy;89.9;46.39;16/06/2024;6;no;delivered;5;588.67
18284;DLV-18284;ecom express;documents;scooter;express;east;hot;133.6;21.63;21/08/2024;8;yes;delayed;2;782.89
18285;DLV-18285;xpressbees;groceries;truck;express;central;rainy;258.0;21.44;24/03/2024;11;yes;delayed;3;1404.32
18286;DLV-18286;ekart;pharmacy;truck;standard;west;rainy;170.5;24.14;08/11/2024;8;no;delivered;5;924.92
18287;DLV-18287;delhivery;fragile items;van;standard;central;cold;15.7;25.37;09/03/2024;0;no;delivered;3;154.61
18288;DLV-18288;xpressbees;groceries;truck;express;south;rainy;209.6;12.26;27/03/2024;9;yes;failed;2;1134.78
18289;DLV-18289;fedex;furniture;ev bike;two day;north;stormy;198.8;39.8;05/12/2024;6;no;delivered;5;1113.4
18290;DLV-18290;delhivery;electronics;ev bike;two day;east;clear;27.8;14.56;17/12/2024;1;no;delivered;5;182.68
18291;DLV-18291;ecom express;furniture;ev bike;standard;south;clear;94.3;1.25;11/06/2024;3;no;delivered;5;475.25
18292;DLV-18292;xpressbees;furniture;truck;same day;west;cold;76.8;32.5;14/03/2024;3;no;delivered;3;581.5
18293;DLV-18293;fedex;pharmacy;scooter;same day;west;foggy;138.6;44.84;21/06/2024;9;yes;delayed;2;927.52
18294;DLV-18294;ekart;fragile items;ev bike;express;east;rainy;115.2;44.03;11/07/2024;9;yes;delayed;2;758.09
18295;DLV-18295;ekart;pharmacy;ev bike;standard;west;cold;248.5;4.06;15/04/2024;6;no;delivered;4;1254.68
18296;DLV-18296;fedex;electronics;ev van;same day;east;cold;117.8;40.15;11/05/2024;4;no;delivered;4;809.45
18297;DLV-18297;delhivery;fragile items;ev bike;standard;west;rainy;36.4;15.23;05/03/2024;3;no;delivered;3;227.69
18298;DLV-18298;dhl;furniture;bike;standard;east;hot;85.9;8.71;07/02/2024;2;no;delivered;5;455.63
18299;DLV-18299;blue dart;furniture;truck;express;south;rainy;42.8;40.93;20/07/2024;5;yes;failed;1;386.79
18300;DLV-18300;blue dart;fragile items;ev bike;standard;north;hot;98.3;6.31;19/06/2024;2;no;delivered;3;510.43
18301;DLV-18301;blue dart;pharmacy;ev van;two day;north;rainy;255.6;24.24;25/09/2024;12;no;delivered;4;1350.72
18302;DLV-18302;dhl;fragile items;scooter;same day;central;stormy;160.3;3.03;24/09/2024;14;yes;failed;1;910.59
18303;DLV-18303;dhl;fragile items;ev van;two day;west;cold;108.2;29.37;07/09/2024;2;no;delivered;5;629.11
18304;DLV-18304;dhl;furniture;scooter;standard;central;rainy;269.1;5.1;25/09/2024;8;no;delivered;4;1360.8
18305;DLV-18305;xpressbees;automobile parts;van;standard;west;rainy;138.1;2.25;16/09/2024;6;no;delivered;4;697.25
18306;DLV-18306;fedex;clothing;ev van;standard;east;rainy;219.9;39.13;19/08/2024;9;no;delivered;4;1216.89
18307;DLV-18307;blue dart;fragile items;bike;standard;central;foggy;61.5;41.84;18/07/2024;6;no;delivered;5;433.02
18308;DLV-18308;ecom express;fragile items;scooter;same day;west;cold;111.2;31.5;04/09/2024;4;no;delivered;4;750.5
18309;DLV-18309;xpressbees;electronics;ev van;standard;south;cold;152.6;19.29;29/03/2024;5;no;delivered;5;820.87
18310;DLV-18310;fedex;clothing;ev van;two day;central;stormy;154.2;48.09;18/02/2024;8;no;delivered;4;915.27
18311;DLV-18311;delhivery;electronics;bike;same day;north;foggy;240.6;26.25;19/05/2024;13;yes;delayed;3;1381.75
18312;DLV-18312;ecom express;documents;ev bike;express;east;hot;174.2;20.09;06/08/2024;5;no;delivered;4;981.27
18313;DLV-18313;xpressbees;automobile parts;truck;express;north;cold;269.4;40.27;02/04/2024;8;yes;delayed;2;1517.81
18314;DLV-18314;fedex;clothing;ev van;express;west;stormy;275.2;32.81;07/11/2024;10;yes;delayed;3;1524.43
18315;DLV-18315;blue dart;electronics;van;same day;south;stormy;130.6;45.42;27/08/2024;8;yes;failed;1;889.26
18316;DLV-18316;delhivery;furniture;truck;same day;north;foggy;205.3;41.92;19/12/2024;6;no;delivered;5;1252.26
18317;DLV-18317;ekart;groceries;scooter;express;central;cold;235.6;39.4;30/08/2024;6;yes;delayed;2;1346.2
18318;DLV-18318;ekart;pharmacy;truck;two day;central;hot;110.0;33.8;12/02/2024;4;no;delivered;4;651.4
18319;DLV-18319;blue dart;pharmacy;van;two day;south;stormy;85.7;42.79;25/09/2024;4;no;delivered;3;556.87
18320;DLV-18320;dhl;fragile items;van;express;north;cold;263.7;41.95;31/05/2024;5;no;delivered;4;1494.35
18321;DLV-18321;delhivery;groceries;scooter;express;south;stormy;178.5;23.51;13/11/2024;8;yes;delayed;2;1013.03
18322;DLV-18322;ekart;furniture;van;two day;central;rainy;57.5;23.32;26/08/2024;4;no;delivered;3;357.46
18323;DLV-18323;amazon logistics;electronics;scooter;same day;central;hot;173.9;33.2;13/06/2024;6;no;delivered;3;1069.1
18324;DLV-18324;amazon logistics;automobile parts;ev van;two day;east;clear;67.4;14.09;17/12/2024;4;no;delivered;5;379.27
18325;DLV-18325;delhivery;clothing;van;standard;east;rainy;139.6;45.69;23/10/2024;8;no;delivered;4;835.07
18326;DLV-18326;xpressbees;pharmacy;van;standard;west;clear;204.3;32.24;08/06/2024;7;no;delivered;3;1118.22
18327;DLV-18327;ecom express;fragile items;ev van;same day;south;clear;249.3;6.57;14/09/2024;5;no;delivered;3;1366.21
